team;fifa_rank;total_fifa_points;home_team_score;team_result;goalkeeper_score;mean_defense_score;mean_offense_score;mean_midfield_score
Romania;12;0;2;1;;;;
Russia;17;0;0;0;;;;
San Marino;135;0;0;-1;;;;
Slovakia;44;0;4;1;;;;
Slovenia;89;0;3;1;;;;
Spain;2;0;1;0;;;;
Sri Lanka;143;0;2;0;;;;
Turkey;49;0;2;1;;;;
Ukraine;81;0;0;-1;;;;
Tahiti;149;0;3;1;;;;
India;116;0;0;1;;;;
Sri Lanka;143;0;2;1;;;;
Syria;113;0;1;-1;;;;
Gabon;67;0;7;1;;;;
Guyana;155;0;0;-1;;;;
Sri Lanka;143;0;1;1;;;;
Bolivia;48;0;0;0;;;;
Uruguay;36;0;1;1;;;;
Mauritania;99;0;0;-1;;;;
Sierra Leone;71;0;1;1;;;;
Uganda;73;0;2;1;;;;
Zambia;21;0;1;1;;;;
Gambia;111;0;1;0;;;;
Guinea;56;0;5;1;;;;
Lesotho;137;0;0;-1;;;;
Morocco;35;0;0;0;;;;
Mozambique;91;0;1;1;;;;
St. Lucia;131;0;4;1;;;;
Togo;80;0;0;0;;;;
North Macedonia;90;0;0;0;;;;
Egypt;28;0;1;1;;;;
Peru;73;0;6;1;;;;
Belgium;21;0;1;1;;;;
Chile;43;0;1;0;;;;
Congo;102;0;0;-1;;;;
Senegal;50;0;5;1;;;;
Tanzania;67;0;1;-1;;;;
Angola;93;0;3;1;;;;
Botswana;147;0;0;-1;;;;
Ethiopia;97;0;0;0;;;;
Ghana;27;0;1;1;;;;
Liberia;109;0;1;1;;;;
Mali;59;0;2;1;;;;
Zimbabwe;40;0;1;0;;;;
Sudan;107;0;2;1;;;;
Poland;34;0;4;1;;;;
Armenia;144;0;0;-1;;;;
Austria;47;0;7;1;;;;
Azerbaijan;148;0;1;-1;;;;
Belarus;120;0;1;0;;;;
Belgium;21;0;2;1;;;;
Croatia;56;0;2;1;;;;
Czech Republic;30;0;3;1;;;;
Denmark;15;0;1;1;;;;
Estonia;115;0;0;-1;;;;
Faroe Islands;136;0;0;-1;;;;
France;18;0;4;1;;;;
Georgia;100;0;2;1;;;;
Germany;4;0;1;0;;;;
Greece;23;0;0;-1;;;;
Hungary;57;0;1;1;;;;
Republic of Ireland;11;0;1;1;;;;
Côte d'Ivoire;39;0;4;1;;;;
Latvia;73;0;0;-1;;;;
Lithuania;60;0;0;-1;;;;
Moldova;112;0;0;-1;;;;
Norway;6;0;5;1;;;;
San Marino;134;0;0;-1;;;;
Switzerland;12;0;1;-1;;;;
Barbados;126;0;1;0;;;;
St. Kitts and Nevis;142;0;1;0;;;;
Kuwait;58;0;2;1;;;;
Russia;17;0;3;1;;;;
St. Lucia;131;0;2;1;;;;
Slovakia;38;0;1;0;;;;
Armenia;144;0;2;0;;;;
Côte d'Ivoire;39;0;0;-1;;;;
South Africa;62;0;1;0;;;;
Togo;79;0;3;1;;;;
Bolivia;55;0;1;0;;;;
Israel;46;0;1;-1;;;;
Lithuania;61;0;2;1;;;;
Morocco;34;0;0;0;;;;
Latvia;76;0;2;1;;;;
Estonia;116;0;0;-1;;;;
Antigua and Barbuda;144;0;2;1;;;;
Japan;35;0;0;0;;;;
Latvia;76;0;2;1;;;;
Canada;67;0;2;1;;;;
Dominican Republic;161;0;3;1;;;;
Ecuador;62;0;1;-1;;;;
Chile;49;0;2;1;;;;
Dominican Republic;161;0;0;-1;;;;
Faroe Islands;137;0;3;1;;;;
Liberia;102;0;3;1;;;;
Norway;4;0;3;1;;;;
Cuba;175;0;9;1;;;;
Canada;67;0;1;-1;;;;
Côte d'Ivoire;33;0;1;0;;;;
Japan;35;0;3;1;;;;
USA;27;0;1;-1;;;;
Argentina;8;0;1;1;;;;
Finland;38;0;0;-1;;;;
Sweden;6;0;1;0;;;;
Algeria;55;0;1;0;;;;
England;21;0;2;1;;;;
Liechtenstein;156;0;0;0;;;;
Portugal;16;0;3;1;;;;
Sierra Leone;63;0;5;1;;;;
Sudan;94;0;2;1;;;;
Angola;82;0;1;1;;;;
Botswana;148;0;1;0;;;;
Brazil;1;0;1;1;;;;
Cameroon;44;0;4;1;;;;
Canada;67;0;1;-1;;;;
Ecuador;62;0;4;1;;;;
Ethiopia;96;0;0;-1;;;;
Guinea;54;0;0;0;;;;
Côte d'Ivoire;33;0;2;1;;;;
Liberia;102;0;2;1;;;;
Mauritius;138;0;0;-1;;;;
Togo;81;0;0;-1;;;;
Korea Republic;37;0;1;1;;;;
Brazil;1;0;3;1;;;;
Belarus;113;0;1;1;;;;
Bulgaria;12;0;3;1;;;;
Canada;67;0;0;-1;;;;
Denmark;14;0;4;1;;;;
Faroe Islands;137;0;0;-1;;;;
Lithuania;61;0;2;1;;;;
Luxembourg;112;0;1;1;;;;
North Macedonia;88;0;0;-1;;;;
Moldova;114;0;2;-1;;;;
Northern Ireland;52;0;1;-1;;;;
Norway;4;0;2;1;;;;
Romania;11;0;2;1;;;;
San Marino;134;0;0;-1;;;;
Spain;3;0;1;1;;;;
Wales;43;0;0;-1;;;;
England;21;0;3;0;;;;
Paraguay;103;0;0;1;;;;
Tahiti;150;0;2;1;;;;
Costa Rica;72;0;1;-1;;;;
Korea Republic;37;0;2;-1;;;;
Sweden;6;0;2;0;;;;
England;21;0;1;-1;;;;
Estonia;116;0;1;-1;;;;
Finland;38;0;2;1;;;;
Honduras;57;0;0;-1;;;;
Iceland;42;0;2;1;;;;
Republic of Ireland;10;0;1;-1;;;;
Ukraine;74;0;1;1;;;;
USA;27;0;3;1;;;;
Ecuador;62;0;1;1;;;;
Argentina;10;0;2;1;;;;
Colombia;23;0;1;1;;;;
Australia;58;0;2;1;;;;
USA;34;0;4;1;;;;
Venezuela;124;0;1;-1;;;;
Chile;42;0;0;-1;;;;
Switzerland;14;0;0;-1;;;;
New Zealand;108;0;1;-1;;;;
Australia;58;0;1;1;;;;
Germany;5;0;2;1;;;;
Mexico;7;0;0;0;;;;
Chile;42;0;0;0;;;;
Paraguay;100;0;3;1;;;;
Switzerland;14;0;1;-1;;;;
Australia;58;0;0;-1;;;;
Mexico;7;0;2;1;;;;
Mozambique;75;0;3;1;;;;
Uruguay;36;0;7;1;;;;
USA;34;0;0;0;;;;
Uruguay;36;0;2;0;;;;
Argentina;10;0;2;1;;;;
Paraguay;100;0;1;1;;;;
Côte d'Ivoire;31;0;2;1;;;;
Peru;73;0;4;1;;;;
Iceland;49;0;2;1;;;;
Uruguay;36;0;4;1;;;;
Mexico;7;0;1;-1;;;;
Brazil;1;0;1;1;;;;
Colombia;23;0;1;0;;;;
Argentina;10;0;2;1;;;;
USA;34;0;2;1;;;;
Mexico;7;0;3;1;;;;
Syria;119;0;0;0;;;;
Uruguay;36;0;1;1;;;;
Brazil;1;0;2;1;;;;
Colombia;23;0;1;1;;;;
Argentina;10;0;4;1;;;;
USA;34;0;0;-1;;;;
Paraguay;100;0;3;1;;;;
Brazil;1;0;3;1;;;;
Peru;73;0;1;-1;;;;
Uruguay;36;0;1;0;;;;
Argentina;10;0;0;-1;;;;
Chile;42;0;2;0;;;;
Egypt;20;0;1;0;;;;
Mauritania;107;0;2;1;;;;
Tanzania;71;0;2;1;;;;
Tunisia;24;0;4;1;;;;
Uganda;69;0;2;1;;;;
Zambia;32;0;2;1;;;;
Malawi;72;0;1;-1;;;;
Mali;50;0;4;1;;;;
Mozambique;75;0;2;1;;;;
Paraguay;100;0;1;-1;;;;
Uruguay;36;0;2;1;;;;
Brazil;1;0;2;1;;;;
USA;34;0;0;1;;;;
Jamaica;95;0;2;1;;;;
Trinidad and Tobago;81;0;2;1;;;;
Uruguay;36;0;2;1;;;;
USA;34;0;0;-1;;;;
Cayman Islands;152;0;2;1;;;;
Jamaica;95;0;1;-1;;;;
Malaysia;102;0;1;-1;;;;
St. Lucia;132;0;0;-1;;;;
Algeria;57;0;2;1;;;;
Colombia;23;0;4;1;;;;
Norway;4;0;0;0;;;;
Cuba;175;0;2;1;;;;
Jamaica;95;0;1;1;;;;
Mali;50;0;2;0;;;;
St. Vincent and the Grenadines;129;0;5;1;;;;
Uruguay;36;0;1;1;;;;
Cayman Islands;156;0;2;-1;;;;
Lithuania;49;0;1;0;;;;
Algeria;56;0;2;1;;;;
Angola;79;0;4;1;;;;
Burkina Faso;102;0;1;0;;;;
Cameroon;41;0;1;1;;;;
Cayman Islands;156;0;0;-1;;;;
Congo;108;0;0;-1;;;;
Egypt;23;0;6;1;;;;
Guinea;58;0;4;1;;;;
Mauritania;104;0;0;0;;;;
Namibia;114;0;0;0;;;;
Senegal;48;0;3;1;;;;
Sudan;91;0;3;1;;;;
Canada;74;0;3;1;;;;
Indonesia;148;0;0;0;;;;
Canada;74;0;3;1;;;;
Jamaica;95;0;1;1;;;;
Japan;36;0;3;1;;;;
Japan;36;0;1;-1;;;;
Korea Republic;39;0;0;-1;;;;
Liechtenstein;152;0;0;-1;;;;
Armenia;130;0;0;-1;;;;
Azerbaijan;150;0;0;-1;;;;
Estonia;123;0;0;-1;;;;
Finland;37;0;0;-1;;;;
France;18;0;1;0;;;;
Hungary;55;0;0;-1;;;;
Iceland;40;0;0;-1;;;;
Latvia;69;0;3;1;;;;
Malta;90;0;2;1;;;;
Norway;2;0;1;0;;;;
Scotland;25;0;1;1;;;;
Sweden;15;0;1;1;;;;
Jamaica;95;0;1;0;;;;
Tahiti;157;0;4;1;;;;
Jamaica;95;0;3;1;;;;
Fiji;137;0;3;1;;;;
Belgium;29;0;1;-1;;;;
Fiji;137;0;3;-1;;;;
Tahiti;157;0;3;1;;;;
Fiji;137;0;3;1;;;;
Tahiti;157;0;2;1;;;;
Turkey;31;0;2;1;;;;
Croatia;56;0;7;1;;;;
Portugal;9;0;1;0;;;;
Albania;97;0;1;0;;;;
Austria;42;0;3;1;;;;
Belgium;29;0;1;-1;;;;
Czech Republic;27;0;2;1;;;;
England;22;0;0;0;;;;
Faroe Islands;126;0;2;-1;;;;
France;18;0;10;1;;;;
Germany;4;0;4;1;;;;
Italy;6;0;1;1;;;;
Latvia;65;0;1;1;;;;
Lithuania;49;0;1;-1;;;;
Luxembourg;111;0;1;1;;;;
North Macedonia;99;0;1;-1;;;;
Netherlands;17;0;1;1;;;;
Poland;28;0;0;0;;;;
San Marino;142;0;0;-1;;;;
Scotland;23;0;1;1;;;;
Slovakia;40;0;1;1;;;;
Spain;3;0;6;1;;;;
Sweden;15;0;0;0;;;;
Turkey;31;0;2;1;;;;
Wales;62;0;1;1;;;;
Israel;48;0;3;1;;;;
Japan;41;0;1;-1;;;;
Spain;6;0;2;1;;;;
Trinidad and Tobago;85;0;1;1;;;;
Jamaica;86;0;2;1;;;;
South Africa;67;0;3;1;;;;
Finland;47;0;0;0;;;;
Armenia;142;0;0;-1;;;;
Belarus;130;0;0;-1;;;;
Bulgaria;14;0;3;1;;;;
Croatia;73;0;1;0;;;;
Germany;4;0;6;1;;;;
USA;22;0;4;1;;;;
Argentina;9;0;0;0;;;;
Austria;40;0;1;0;;;;
Brazil;1;0;2;1;;;;
Chile;43;0;2;1;;;;
Cyprus;72;0;1;0;;;;
Denmark;13;0;1;0;;;;
Georgia;100;0;2;1;;;;
Iceland;37;0;0;0;;;;
Republic of Ireland;12;0;2;1;;;;
Israel;48;0;2;1;;;;
Liechtenstein;154;0;0;-1;;;;
Lithuania;58;0;5;1;;;;
Luxembourg;120;0;0;0;;;;
Malta;66;0;0;-1;;;;
Mexico;16;0;2;1;;;;
Norway;8;0;0;0;;;;
Romania;7;0;1;-1;;;;
Russia;17;0;2;1;;;;
San Marino;133;0;1;-1;;;;
Slovakia;42;0;4;1;;;;
Slovenia;69;0;3;1;;;;
Sweden;3;0;2;1;;;;
Switzerland;11;0;3;1;;;;
Wales;34;0;1;-1;;;;
Jamaica;81;0;1;1;;;;
Jamaica;81;0;1;1;;;;
Mali;49;0;0;-1;;;;
Uzbekistan;95;0;2;-1;;;;
Burkina Faso;100;0;2;0;;;;
Cayman Islands;129;0;1;-1;;;;
Gabon;66;0;1;1;;;;
Panama;150;0;2;1;;;;
Cayman Islands;129;0;0;-1;;;;
Japan;34;0;2;1;;;;
Bolivia;50;0;2;0;;;;
Myanmar;138;0;4;1;;;;
China PR;70;0;2;1;;;;
Japan;34;0;2;1;;;;
Myanmar;138;0;2;1;;;;
Nicaragua;170;0;0;-1;;;;
Korea Republic;48;0;1;0;;;;
Bangladesh;134;0;1;1;;;;
Algeria;51;0;4;1;;;;
Myanmar;138;0;1;-1;;;;
Tunisia;25;0;2;1;;;;
Zambia;31;0;4;1;;;;
Tunisia;25;0;2;1;;;;
Argentina;7;0;0;-1;;;;
New Zealand;101;0;0;0;;;;
Nigeria;35;0;1;1;;;;
Hungary;65;0;1;1;;;;
Italy;6;0;3;1;;;;
Malta;86;0;0;-1;;;;
Albania;89;0;1;0;;;;
Australia;55;0;3;1;;;;
Azerbaijan;146;0;0;0;;;;
Cyprus;75;0;1;0;;;;
Czech Republic;20;0;3;1;;;;
Denmark;8;0;3;1;;;;
England;22;0;3;1;;;;
France;12;0;2;1;;;;
Germany;3;0;3;1;;;;
Greece;30;0;5;1;;;;
Italy;6;0;4;1;;;;
Moldova;115;0;3;1;;;;
Morocco;36;0;2;1;;;;
Netherlands;14;0;3;1;;;;
Northern Ireland;46;0;5;1;;;;
Portugal;17;0;3;1;;;;
Russia;5;0;3;1;;;;
Scotland;26;0;5;1;;;;
Slovakia;33;0;0;-1;;;;
Slovenia;73;0;1;-1;;;;
Spain;2;0;3;1;;;;
Sweden;13;0;2;0;;;;
Cabo Verde;166;0;1;1;;;;
Mauritania;99;0;2;1;;;;
Solomon Islands;167;0;0;-1;;;;
Guinea-Bissau;132;0;2;1;;;;
Sierra Leone;62;0;2;1;;;;
Dominica;160;0;2;1;;;;
Mali;49;0;1;1;;;;
Mauritania;99;0;1;0;;;;
St. Vincent and the Grenadines;90;0;2;1;;;;
Senegal;47;0;3;1;;;;
Sierra Leone;62;0;2;1;;;;
Egypt;23;0;2;0;;;;
Guinea-Bissau;139;0;2;1;;;;
Senegal;53;0;1;0;;;;
South Africa;59;0;2;0;;;;
Grenada;137;0;1;1;;;;
St. Lucia;111;0;2;1;;;;
South Africa;59;0;2;1;;;;
Zambia;34;0;1;0;;;;
Mauritania;99;0;1;1;;;;
Sierra Leone;68;0;2;1;;;;
Algeria;47;0;0;0;;;;
Egypt;23;0;3;1;;;;
Gabon;65;0;1;-1;;;;
Jamaica;51;0;1;0;;;;
South Africa;59;0;2;1;;;;
Cabo Verde;166;0;1;1;;;;
Tanzania;74;0;2;0;;;;
Algeria;47;0;4;1;;;;
Dominica;161;0;1;1;;;;
Gabon;65;0;0;-1;;;;
Mauritania;99;0;0;-1;;;;
Honduras;69;0;2;1;;;;
Mexico;13;0;2;0;;;;
Trinidad and Tobago;55;0;3;1;;;;
Tunisia;22;0;3;1;;;;
Gabon;65;0;2;1;;;;
Côte d'Ivoire;28;0;2;1;;;;
Guatemala;163;0;1;1;;;;
Tanzania;74;0;7;1;;;;
Algeria;47;0;0;-1;;;;
Gabon;65;0;0;-1;;;;
Uganda;72;0;0;0;;;;
Antigua and Barbuda;135;0;1;-1;;;;
El Salvador;104;0;2;1;;;;
Ethiopia;108;0;5;1;;;;
Grenada;137;0;1;1;;;;
Honduras;69;0;2;1;;;;
Mexico;13;0;1;-1;;;;
St. Kitts and Nevis;146;0;0;-1;;;;
El Salvador;104;0;0;-1;;;;
Honduras;69;0;1;1;;;;
Côte d'Ivoire;28;0;2;1;;;;
Kenya;97;0;2;1;;;;
El Salvador;104;0;2;1;;;;
Honduras;69;0;3;1;;;;
England;20;0;1;0;;;;
Republic of Ireland;21;0;0;-1;;;;
Kuwait;82;0;1;-1;;;;
South Africa;59;0;0;0;;;;
Sierra Leone;68;0;1;1;;;;
Brazil;1;0;3;1;;;;
Jamaica;56;0;2;1;;;;
Argentina;7;0;6;1;;;;
Burkina Faso;101;0;2;-1;;;;
Zambia;25;0;2;1;;;;
Cameroon;37;0;1;1;;;;
Kuwait;84;0;0;0;;;;
Mali;52;0;1;-1;;;;
Egypt;23;0;1;-1;;;;
Saudi Arabia;54;0;3;1;;;;
Lebanon;134;0;2;1;;;;
Morocco;38;0;3;1;;;;
Saudi Arabia;54;0;1;0;;;;
Trinidad and Tobago;57;0;0;0;;;;
Sierra Leone;58;0;2;1;;;;
Trinidad and Tobago;57;0;0;0;;;;
Zimbabwe;59;0;1;-1;;;;
Egypt;23;0;2;1;;;;
Zimbabwe;59;0;1;0;;;;
Canada;65;0;3;1;;;;
Trinidad and Tobago;57;0;2;-1;;;;
Mexico;12;0;5;1;;;;
Mozambique;76;0;1;1;;;;
Brazil;1;0;4;1;;;;
South Africa;40;0;3;1;;;;
USA;19;0;3;1;;;;
Guatemala;145;0;0;-1;;;;
Honduras;49;0;0;-1;;;;
Côte d'Ivoire;20;0;0;-1;;;;
Jamaica;56;0;1;0;;;;
Zambia;25;0;0;0;;;;
Egypt;23;0;2;1;;;;
Sierra Leone;58;0;2;1;;;;
Gabon;67;0;1;-1;;;;
Guatemala;145;0;3;1;;;;
Lebanon;134;0;1;1;;;;
Tunisia;22;0;1;0;;;;
USA;19;0;2;1;;;;
Armenia;113;0;0;-1;;;;
Algeria;48;0;2;1;;;;
Cameroon;37;0;2;1;;;;
USA;19;0;0;-1;;;;
Ghana;29;0;2;1;;;;
Mexico;12;0;1;1;;;;
Burkina Faso;101;0;1;-1;;;;
South Africa;40;0;1;1;;;;
Mexico;12;0;2;1;;;;
Mozambique;76;0;0;-1;;;;
USA;19;0;3;1;;;;
Angola;82;0;3;0;;;;
Burkina Faso;105;0;1;-1;;;;
Greece;37;0;2;1;;;;
Saudi Arabia;43;0;3;1;;;;
Sierra Leone;51;0;0;-1;;;;
South Africa;29;0;0;-1;;;;
Mozambique;68;0;0;-1;;;;
Tunisia;31;0;3;1;;;;
Yemen;125;0;1;1;;;;
South Africa;29;0;2;1;;;;
Zambia;23;0;3;1;;;;
Gabon;45;0;1;-1;;;;
Saudi Arabia;43;0;4;1;;;;
China PR;66;0;7;1;;;;
Hong Kong;110;0;8;1;;;;
Saudi Arabia;43;0;2;1;;;;
South Africa;29;0;3;1;;;;
Zambia;23;0;2;-1;;;;
Hong Kong;110;0;4;1;;;;
Philippines;166;0;0;-1;;;;
Kyrgyz Republic;172;0;3;1;;;;
Venezuela;112;0;0;-1;;;;
South Africa;29;0;2;1;;;;
Zambia;23;0;1;1;;;;
Bolivia;56;0;1;0;;;;
Hong Kong;110;0;0;-1;;;;
Macau;180;0;5;1;;;;
Saudi Arabia;43;0;1;1;;;;
Chile;39;0;2;1;;;;
Iceland;53;0;1;-1;;;;
Malta;89;0;0;-1;;;;
Morocco;33;0;2;1;;;;
Spain;4;0;1;1;;;;
Iceland;53;0;0;-1;;;;
Malta;89;0;0;0;;;;
Thailand;72;0;1;1;;;;
Australia;54;0;1;-1;;;;
Lebanon;113;0;1;1;;;;
Malta;89;0;1;-1;;;;
Peru;67;0;1;-1;;;;
Russia;5;0;3;1;;;;
Australia;54;0;3;1;;;;
Bolivia;56;0;4;1;;;;
Chile;39;0;4;1;;;;
Turkey;28;0;3;1;;;;
Azerbaijan;141;0;0;0;;;;
Oman;97;0;0;-1;;;;
Thailand;72;0;5;1;;;;
Qatar;84;0;1;0;;;;
Japan;30;0;5;1;;;;
Cyprus;75;0;1;1;;;;
France;7;0;3;1;;;;
Israel;46;0;4;1;;;;
Portugal;20;0;1;-1;;;;
Japan;30;0;1;-1;;;;
Kuwait;86;0;0;-1;;;;
Thailand;69;0;4;1;;;;
Estonia;135;0;2;0;;;;
Kuwait;86;0;1;1;;;;
Australia;52;0;0;-1;;;;
Qatar;85;0;1;-1;;;;
Azerbaijan;141;0;3;1;;;;
Australia;52;0;0;0;;;;
Croatia;43;0;2;1;;;;
Malaysia;112;0;1;0;;;;
Oman;101;0;0;-1;;;;
Jamaica;58;0;2;1;;;;
Indonesia;133;0;7;1;;;;
Syria;140;0;0;-1;;;;
Colombia;19;0;2;1;;;;
Malaysia;112;0;5;1;;;;
Trinidad and Tobago;49;0;2;1;;;;
Bolivia;40;0;2;1;;;;
Dominica;158;0;3;0;;;;
Turkmenistan;136;0;2;0;;;;
Cyprus;78;0;1;1;;;;
Croatia;43;0;3;1;;;;
Luxembourg;99;0;1;0;;;;
Kuwait;86;0;0;-1;;;;
Dominica;158;0;0;-1;;;;
United Arab Emirates;81;0;3;1;;;;
Egypt;22;0;0;-1;;;;
Colombia;19;0;3;1;;;;
Kuwait;86;0;2;1;;;;
United Arab Emirates;81;0;0;0;;;;
Korea Republic;62;0;2;0;;;;
Dominican Republic;159;0;3;1;;;;
Egypt;22;0;1;0;;;;
Croatia;43;0;2;1;;;;
Czech Republic;13;0;3;1;;;;
United Arab Emirates;81;0;1;1;;;;
England;27;0;1;1;;;;
Austria;42;0;1;1;;;;
Belgium;28;0;0;-1;;;;
Brazil;1;0;8;1;;;;
Cyprus;78;0;0;-1;;;;
Germany;3;0;2;1;;;;
Guatemala;126;0;3;1;;;;
Honduras;57;0;1;1;;;;
Republic of Ireland;32;0;0;-1;;;;
North Macedonia;92;0;1;1;;;;
Northern Ireland;51;0;0;-1;;;;
Poland;37;0;0;0;;;;
Portugal;20;0;1;1;;;;
Scotland;29;0;1;1;;;;
Slovakia;38;0;4;1;;;;
Colombia;19;0;4;1;;;;
Guyana;165;0;1;-1;;;;
Antigua and Barbuda;138;0;1;-1;;;;
Aruba;173;0;1;-1;;;;
Suriname;130;0;0;-1;;;;
Grenada;142;0;6;1;;;;
Azerbaijan;141;0;0;-1;;;;
Moldova;113;0;2;0;;;;
Croatia;43;0;4;1;;;;
Ethiopia;110;0;2;1;;;;
Gambia;120;0;1;-1;;;;
Jamaica;58;0;1;1;;;;
Qatar;85;0;3;1;;;;
St. Lucia;118;0;1;0;;;;
Argentina;8;0;3;1;;;;
Belgium;38;0;0;0;;;;
Colombia;9;0;1;1;;;;
Czech Republic;10;0;2;1;;;;
Denmark;13;0;2;1;;;;
Ecuador;41;0;4;1;;;;
England;23;0;0;0;;;;
Estonia;134;0;0;-1;;;;
Greece;45;0;2;1;;;;
Hungary;74;0;0;-1;;;;
Jamaica;51;0;2;1;;;;
North Macedonia;86;0;3;1;;;;
Netherlands;11;0;0;-1;;;;
Northern Ireland;57;0;1;-1;;;;
Norway;17;0;0;0;;;;
Romania;18;0;5;1;;;;
Slovakia;39;0;0;0;;;;
South Africa;19;0;2;-1;;;;
Switzerland;26;0;2;1;;;;
Venezuela;116;0;0;-1;;;;
Cayman Islands;138;0;0;-1;;;;
Haiti;155;0;6;1;;;;
Turkmenistan;131;0;1;0;;;;
Barbados;121;0;2;-1;;;;
Haiti;155;0;1;0;;;;
Suriname;135;0;2;1;;;;
Turkmenistan;131;0;0;-1;;;;
Israel;44;0;4;-1;;;;
Poland;40;0;1;0;;;;
Turkey;30;0;3;1;;;;
El Salvador;71;0;1;0;;;;
Guyana;156;0;2;-1;;;;
Nicaragua;173;0;0;-1;;;;
St. Kitts and Nevis;148;0;5;1;;;;
Greece;45;0;2;1;;;;
Tajikistan;166;0;4;1;;;;
Sweden;7;0;2;1;;;;
Guatemala;111;0;2;1;;;;
Malawi;112;0;0;-1;;;;
Tahiti;158;0;2;1;;;;
Burkina Faso;108;0;0;0;;;;
Cayman Islands;138;0;0;-1;;;;
Haiti;155;0;6;1;;;;
Lebanon;98;0;3;1;;;;
Malawi;112;0;1;0;;;;
Eswatini;153;0;0;-1;;;;
Cayman Islands;138;0;0;-1;;;;
Dominica;140;0;0;-1;;;;
Korea Republic;59;0;0;-1;;;;
IR Iran;118;0;2;1;;;;
Mauritania;88;0;0;0;;;;
England;23;0;3;1;;;;
Grenada;125;0;0;-1;;;;
Mexico;12;0;5;1;;;;
Barbados;121;0;1;1;;;;
Gambia;122;0;1;0;;;;
St. Lucia;126;0;0;-1;;;;
Zambia;15;0;1;1;;;;
Slovenia;58;0;2;0;;;;
Zambia;15;0;0;0;;;;
China PR;55;0;0;-1;;;;
Kuwait;70;0;3;1;;;;
Trinidad and Tobago;49;0;1;1;;;;
Cuba;80;0;2;1;;;;
Mauritius;158;0;0;0;;;;
Qatar;81;0;2;-1;;;;
Uganda;86;0;1;0;;;;
Chile;29;0;2;1;;;;
Gabon;48;0;0;-1;;;;
Ghana;17;0;0;-1;;;;
Jamaica;47;0;4;1;;;;
Malawi;113;0;1;1;;;;
Trinidad and Tobago;49;0;3;1;;;;
Tunisia;22;0;2;1;;;;
Turkmenistan;132;0;0;-1;;;;
Uganda;86;0;1;-1;;;;
USA;14;0;2;1;;;;
Belarus;88;0;2;0;;;;
Bulgaria;28;0;3;1;;;;
Suriname;135;0;3;1;;;;
Trinidad and Tobago;49;0;5;1;;;;
Austria;41;0;1;1;;;;
Colombia;9;0;1;1;;;;
Cuba;80;0;0;0;;;;
Estonia;115;0;0;0;;;;
France;5;0;2;1;;;;
Republic of Ireland;44;0;0;-1;;;;
Italy;7;0;2;0;;;;
Japan;26;0;3;1;;;;
Netherlands;13;0;2;1;;;;
Northern Ireland;60;0;1;0;;;;
Russia;3;0;1;1;;;;
St. Kitts and Nevis;138;0;1;0;;;;
Mauritania;91;0;0;0;;;;
Gambia;121;0;2;1;;;;
Germany;2;0;0;-1;;;;
Guinea-Bissau;122;0;3;1;;;;
Hungary;82;0;0;-1;;;;
Iceland;52;0;1;0;;;;
Malawi;113;0;0;-1;;;;
Namibia;126;0;2;1;;;;
Qatar;81;0;0;-1;;;;
Romania;16;0;3;1;;;;
Sudan;94;0;2;1;;;;
Sweden;4;0;5;1;;;;
Switzerland;21;0;1;-1;;;;
Uganda;86;0;0;-1;;;;
Belize;176;0;1;-1;;;;
Bulgaria;28;0;4;1;;;;
Burundi;151;0;1;1;;;;
Congo;125;0;2;1;;;;
Denmark;11;0;1;1;;;;
Ecuador;38;0;2;1;;;;
Finland;59;0;1;-1;;;;
Republic of Ireland;44;0;2;0;;;;
Kenya;104;0;3;1;;;;
Madagascar;143;0;1;-1;;;;
Norway;19;0;5;1;;;;
Peru;77;0;1;0;;;;
Russia;3;0;2;1;;;;
Rwanda;173;0;1;-1;;;;
San Marino;155;0;0;-1;;;;
Eswatini;154;0;0;-1;;;;
Togo;109;0;2;1;;;;
Uruguay;32;0;0;-1;;;;
Venezuela;119;0;1;0;;;;
Cuba;80;0;4;1;;;;
Oman;106;0;3;1;;;;
Germany;2;0;9;1;;;;
Netherlands;13;0;3;1;;;;
Canada;65;0;0;-1;;;;
France;5;0;2;1;;;;
Iceland;52;0;2;1;;;;
Trinidad and Tobago;49;0;2;1;;;;
England;24;0;1;0;;;;
Mexico;12;0;1;1;;;;
Tanzania;78;0;0;0;;;;
Denmark;11;0;1;0;;;;
Germany;2;0;2;1;;;;
Côte d'Ivoire;23;0;1;0;;;;
Lebanon;92;0;3;-1;;;;
Nigeria;43;0;1;-1;;;;
Panama;133;0;4;1;;;;
Spain;6;0;1;0;;;;
USA;14;0;2;1;;;;
Cuba;80;0;6;1;;;;
IR Iran;122;0;8;1;;;;
Netherlands;13;0;0;0;;;;
Romania;16;0;0;-1;;;;
Sri Lanka;144;0;0;-1;;;;
Italy;7;0;2;1;;;;
Turkey;30;0;0;-1;;;;
IR Iran;122;0;7;1;;;;
Mexico;12;0;2;0;;;;
Nepal;146;0;0;-1;;;;
Tanzania;78;0;0;0;;;;
USA;14;0;0;-1;;;;
Barbados;112;0;0;-1;;;;
Bulgaria;28;0;1;1;;;;
Switzerland;21;0;0;-1;;;;
Algeria;46;0;1;1;;;;
Czech Republic;10;0;2;1;;;;
IR Iran;122;0;2;1;;;;
Kazakhstan;166;0;1;1;;;;
Portugal;18;0;1;1;;;;
Sri Lanka;144;0;3;1;;;;
